# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "8" "-s" "2" "-a" "/mnt/pv_compute/yifan/ref_genome/mm10.ncbiRefSeq.gtf" "-o" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/counts/S2_STAR2_practice_featurecounts.txt" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N01_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N02_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N03_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N04_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R01_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R02_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R03_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R04_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R05_AM_Allo24h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R06_AM_Allo24h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R07_AM_Allo24h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R08_AM_Allo24h_Aligned.sortedByCoord.out.bam" 
Geneid	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N01_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N02_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N03_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N04_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R01_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R02_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R03_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R04_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R05_AM_Allo24h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R06_AM_Allo24h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R07_AM_Allo24h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R08_AM_Allo24h_Aligned.sortedByCoord.out.bam
Dmc1	2	0	1	2	2	2	0	0	6	9	13	17
Ddx17	4869	4302	4088	3002	4101	4398	3904	3698	5073	4435	4180	4302
Kdelr3	3	1	0	0	0	4	3	1	0	5	1	0
Kcnj4	0	0	0	0	0	0	0	0	0	4	0	0
Gm41359	0	0	0	0	0	0	0	0	0	0	0	0
Gm16059	45	27	35	20	46	48	32	39	42	40	37	26
Csnk1e	1123	930	878	686	1250	1231	910	908	1008	903	819	761
Gm52190	35	26	26	26	70	59	44	41	51	47	21	36
Mir1943	2	0	0	1	4	3	2	4	0	0	2	2
Tmem184b	1338	1106	1104	866	1726	1845	1550	1113	1643	1412	1286	1095
Maff	485	501	441	420	2470	2259	1053	1052	584	486	439	536
Gm20420	5	2	2	5	3	1	7	3	1	5	0	2
Gm41358	9	4	3	3	31	38	27	19	7	15	15	21
Pla2g6	198	209	173	152	395	422	356	204	311	286	291	255
Baiap2l2	1	0	1	0	4	2	3	0	1	3	2	1
LOC115488490	0	3	0	0	2	3	1	2	0	1	2	0
Slc16a8	5	3	4	5	12	11	4	7	2	4	2	2
Pick1	157	142	147	100	154	128	120	125	239	185	159	153
Gm30527	0	0	0	0	0	0	0	0	0	0	0	0
Gm52189	0	0	0	1	0	0	0	0	0	1	0	0
Gm10863	4	1	0	2	2	1	2	0	3	2	4	3
Sox10	0	0	0	2	0	0	2	0	1	0	1	0
Polr2f	244	198	223	188	268	315	236	190	431	462	346	336
1700088E04Rik	114	98	105	66	111	123	126	97	134	103	94	79
Micall1	636	487	486	308	626	655	494	456	641	557	465	440
Eif3l	1135	1092	968	806	1360	1382	1168	867	2012	1947	1601	1633
Ankrd54	152	130	136	92	123	123	84	75	239	217	191	143
Gm3924	0	1	0	0	1	1	1	1	1	0	0	0
Galr3	0	0	0	0	0	0	0	0	0	0	0	0
Gcat	13	9	9	11	11	17	14	11	123	138	70	61
H1f0	241	261	221	194	221	252	231	231	420	337	321	259
Gm17753	0	0	1	2	0	0	0	1	0	0	1	0
Mir6956	0	0	0	0	0	0	0	0	0	0	0	0
Gm10865	50	45	31	33	50	37	40	35	70	76	48	43
Triobp	542	424	415	343	555	502	426	386	809	688	576	443
Nol12	212	181	157	130	268	297	250	215	339	350	309	253
Lgals1	2095	1788	1749	1515	2053	2066	1768	1544	3945	3977	3011	2329
Gm30368	770	760	694	634	732	845	749	578	1473	1587	1241	981
Pdxp	21	21	17	13	11	7	14	16	31	27	16	19
Sh3bp1	610	430	483	333	545	478	396	515	538	452	392	355
Mir6955	1	6	5	0	1	1	1	1	2	2	4	3
Gga1	1405	1106	1076	827	1645	1573	1238	1168	1668	1455	1278	1063
Gm26634	0	0	0	0	1	0	0	0	2	0	2	1
Lgals2	0	0	1	0	0	0	0	0	0	0	0	0
Cdc42ep1	4	0	3	3	1	1	1	0	0	2	0	2
Gm7318	1	0	0	0	0	0	0	0	0	0	1	1
Card10	8	4	11	6	9	5	4	6	7	7	6	5
Mfng	56	57	61	55	122	119	97	80	61	37	58	44
Gm52188	0	0	0	0	0	0	0	0	0	0	0	0
1700041B01Rik	0	0	0	0	0	1	0	1	0	0	0	1
Elfn2	0	1	0	1	5	1	4	1	0	0	0	0
Gm52187	0	0	1	0	2	2	1	2	0	0	0	1
Gm52186	460	426	465	306	557	950	933	496	603	494	416	424
Cyth4	2186	1941	2082	1400	2503	4381	4304	2377	3037	2416	1843	2050
Gm36738	4	9	2	0	1	1	3	13	9	4	4	5
Rac2	1386	1163	1139	863	1676	1528	1315	1131	2098	1774	1395	1215
Gm6723	0	0	0	0	0	1	0	0	0	0	1	0
Sstr3	0	0	0	0	0	0	0	0	0	0	0	0
C1qtnf6	0	0	2	0	0	1	1	1	0	2	2	0
Il2rb	18	17	53	31	34	21	33	12	8	7	15	6
Tmprss6	0	0	1	0	1	0	0	0	0	0	0	0
Kctd17	44	40	54	46	42	49	40	39	62	53	43	53
Gm41355	0	0	0	0	0	0	0	0	0	0	0	0
Gm36644	0	0	0	0	0	0	0	0	1	0	0	0
Gm52185	7	4	5	5	11	2	9	8	11	18	1	8
Mpst	113	73	68	61	96	82	92	63	161	176	133	99
Tst	5	4	6	7	10	2	3	6	16	17	6	13
Tex33	0	0	0	0	0	0	0	0	0	0	0	0
Mir7676-2	0	0	0	0	0	0	0	0	0	0	0	0
Csf2rb	8375	7176	6884	5596	11479	12544	10362	7376	12363	12165	8715	8366
Mir7676-1	0	0	0	0	0	0	0	0	0	0	0	0
Csf2rb2	2447	2022	1988	1614	4159	4081	3369	2450	2857	2729	2107	2014
Ncf4	488	432	414	354	590	629	553	479	691	741	564	544
Pvalb	1	0	0	26	0	0	9	15	0	0	4	2
Ift27	66	52	58	32	66	66	60	39	186	171	146	149
A730060N03Rik	0	0	0	2	0	0	1	1	0	0	0	0
Gm46520	0	0	0	0	0	0	0	0	0	0	0	0
Cacng2	0	0	0	7	0	0	1	1	0	0	2	1
Eif3d	942	837	780	609	979	1214	1041	787	1493	1455	1076	1028
Foxred2	67	69	57	61	70	88	95	66	171	156	131	117
Txn2	683	537	484	414	632	682	567	453	1120	1028	794	728
Gm22107	6	4	4	4	5	7	7	3	2	0	2	2
Myh9	26607	21940	21156	15658	29436	30267	23495	20241	31338	25561	26118	25302
Apol8	23	16	26	28	312	189	36	113	43	12	22	30
Apol9b	0	0	0	0	3	0	0	2	2	0	0	0
Gm36329	2	0	0	0	0	0	0	0	0	0	0	0
Gm18911	1	1	1	2	0	0	2	1	1	1	1	2
Gm8233	0	0	0	0	0	0	0	0	0	0	0	0
Apol7e	0	3	2	1	0	0	0	0	0	0	0	0
Apol10c-ps	0	0	0	0	0	0	0	0	0	0	0	0
Apol11b	0	0	0	0	0	0	0	0	0	0	0	0
Gm8221	2	0	0	1	10	4	3	0	0	2	3	0
Gm36245	0	0	0	0	0	0	0	0	0	0	0	0
Apol10b	0	1	0	0	0	0	0	1	0	0	0	2
1700025B11Rik	0	0	0	0	0	0	0	0	0	0	0	0
Apol7c	6	5	1	2	0	1	0	1	12	32	24	14
Apol11a	0	0	0	0	0	0	0	0	0	0	0	0
Apol10a	0	0	0	0	0	0	0	0	0	0	0	0
Gm8208	0	0	0	0	0	0	0	0	0	1	0	0
Gm6506	0	1	0	1	0	1	0	0	0	3	2	3
Apol7b	0	0	0	1	0	0	0	0	0	0	0	0
Gm36194	0	0	0	0	0	0	0	0	0	0	0	0
Apol9a	0	0	0	0	0	0	0	0	0	0	0	0
Apol7a	0	0	0	0	0	0	0	0	0	0	0	0
Gm41353	0	0	0	0	0	0	0	0	0	0	0	0
Gm3787	0	0	0	0	0	0	0	0	0	0	0	0
Gm41352	0	0	0	0	0	0	0	0	0	0	0	0
Gm24056	0	0	0	0	0	0	0	0	0	0	0	0
1700109K24Rik	0	0	1	0	0	0	0	0	0	0	1	0
Rbfox2	23	20	18	16	45	35	38	32	45	34	45	30
Gm24753	0	0	0	0	0	0	0	0	0	0	0	0
Apol6	0	0	0	0	0	0	0	0	0	0	0	0
Mb	0	0	0	0	0	0	0	0	0	0	1	0
Gm52199	0	0	0	0	0	0	0	0	0	0	0	0
Gm35933	0	0	0	0	0	0	0	0	0	0	0	0
1110038F14Rik	151	132	132	105	178	169	151	103	216	189	167	153
Gm46534	0	0	0	0	0	1	1	0	1	0	1	0
Gm18283	0	0	0	0	0	0	0	0	0	0	0	0
Zfp647	0	7	7	3	2	7	2	1	10	5	6	4
Rpl8	4658	4112	3979	3312	5776	5378	4651	3726	7545	7026	5850	5371
Commd5	102	90	88	73	110	131	131	78	156	168	135	109
Gm52198	1	0	0	0	0	0	0	0	0	2	1	0
Zfp7	35	34	47	27	21	32	25	9	62	52	45	44
Zfp251	131	136	105	80	88	173	125	67	171	159	137	149
Gm17271	6	1	9	4	2	3	5	0	6	4	5	4
Arhgap39	1523	1492	1249	963	1238	1390	1313	1145	1328	1263	984	908
C030006K11Rik	99	100	79	61	93	109	93	44	161	86	133	136
Lrrc24	8	18	9	8	13	20	14	12	13	8	9	13
Lrrc14	194	150	186	123	111	223	189	116	265	226	215	220
Recql4	69	69	73	45	69	58	49	54	237	214	192	150
Mfsd3	78	63	59	53	61	74	55	50	117	128	86	98
Gpt	30	38	22	40	38	37	34	24	52	54	56	41
Ppp1r16a	185	153	132	132	194	194	172	160	254	210	200	184
Foxh1	4	3	8	7	4	4	5	4	5	4	6	2
Kifc2	77	43	51	40	60	62	47	40	34	25	25	33
Cyhr1	882	727	645	508	902	718	615	622	875	661	715	652
Tonsl	103	83	74	64	54	51	51	56	376	360	275	251
Vps28	561	496	511	416	612	588	509	411	799	768	646	610
Slc39a4	3	1	2	2	4	5	0	2	2	1	2	2
Cpsf1	1078	887	837	641	1266	1248	988	915	1625	1292	1229	1189
Adck5	57	61	57	47	66	75	72	48	73	57	58	48
Gm35739	0	0	0	0	0	0	0	0	0	0	0	0
Slc52a2	179	167	168	106	175	198	142	130	284	249	246	206
Fbxl6	295	296	231	172	306	328	235	221	368	328	325	251
Tmem249	0	0	0	0	0	1	0	0	0	0	0	0
Gm46533	0	0	0	0	0	0	0	2	0	1	0	0
Scrt1	1	0	2	11	1	2	0	3	1	0	0	0
Dgat1	437	573	426	397	855	713	490	502	703	483	515	432
Hsf1	377	342	329	234	507	415	370	346	489	421	341	341
Scx	12	21	10	4	23	24	12	17	12	8	12	9
Bop1	459	439	350	293	481	602	590	322	712	757	614	574
Mir6954	2	3	0	1	0	2	1	0	4	0	1	0
Mroh1	3189	2637	2419	1876	3458	3353	2678	2355	4167	3591	3353	2826
Tssk5	1	0	0	0	0	0	0	0	0	0	0	0
Hgh1	78	61	56	42	53	111	129	59	113	69	77	93
Gm35339	65	43	49	43	28	24	20	23	42	25	36	18
Maf1	632	538	515	468	768	545	401	522	683	526	503	459
Sharpin	429	345	343	249	537	528	428	362	540	443	429	417
Cyc1	663	518	520	399	723	818	652	475	1254	1328	1017	905
Rps6-ps1	0	1	1	0	1	2	0	0	0	2	0	2
Gpaa1	587	466	500	371	599	594	511	387	1090	1099	937	664
Exosc4	156	117	132	88	153	216	191	97	213	173	162	136
Oplah	289	247	249	214	381	319	237	253	273	212	222	199
Smpd5	38	39	27	34	38	36	69	40	55	31	41	45
Mir3079	0	0	0	1	0	0	0	0	0	0	1	0
Mirt2	0	0	0	0	0	0	0	0	0	0	0	0
Spatc1	0	0	2	0	0	0	4	0	2	0	0	0
Mir6953	0	0	0	0	0	0	0	0	0	0	0	0
Grina	1835	1451	1353	1165	2205	2268	1788	1571	1794	1602	1413	1180
Parp10	288	288	268	218	394	427	326	228	428	346	301	305
Mir1942	0	0	0	0	0	0	0	0	0	0	1	0
Plec	7695	5145	5165	3605	6717	7163	6527	4669	6411	5984	4575	4184
Gm19945	0	0	0	1	0	0	3	0	0	0	0	0
Gm35087	0	0	0	0	1	1	0	1	0	0	0	0
BC024139	0	0	0	0	0	0	1	0	0	0	0	0
Gm52196	0	0	0	0	0	0	0	0	0	0	0	0
Eppk1	0	0	0	0	0	2	0	0	0	1	0	1
Gm41349	3	1	0	5	4	3	2	0	5	4	8	1
Nrbp2	18	15	14	15	21	12	19	15	42	49	30	27
Gm48952	0	0	0	0	2	0	0	1	3	0	2	0
Puf60	936	789	696	599	1004	1070	921	832	1452	1323	1114	1077
Mir6952	0	0	0	0	0	0	0	0	0	0	0	0
Scrib	741	704	617	417	701	643	499	567	1094	1025	775	681
Iqank1	3	0	1	3	1	3	6	1	6	3	4	3
Fam83h	68	59	59	30	37	79	70	43	95	80	61	65
Mapk15	0	0	0	1	1	4	2	3	1	0	0	0
Ccdc166	47	48	34	27	45	46	63	23	61	50	50	42
Zfp707	64	82	61	28	52	63	63	37	84	70	70	56
Eif2s3x-ps1	0	1	0	0	0	0	0	0	0	0	0	0
Zfp623	145	141	129	103	133	131	107	56	163	158	132	105
Gfus	315	249	237	193	348	412	329	263	539	448	421	373
Pycrl	142	153	125	100	124	156	138	102	345	350	266	233
Tigd5	40	35	40	24	39	44	33	28	44	39	32	30
Eef1d	991	937	845	673	1112	1052	879	788	1501	1476	1157	1151
Naprt	133	93	106	97	91	92	82	65	152	112	131	93
Mroh6	27	31	26	23	16	9	20	9	25	26	22	16
Gsdmd	735	619	618	488	688	746	583	507	786	698	724	669
Gm9568	0	1	1	0	1	0	1	0	0	1	2	2
Gm46523	1	1	0	0	2	1	0	0	1	1	1	0
Gm34851	3	0	3	1	0	1	3	5	7	3	3	3
Gm23747	1	2	0	0	4	1	1	2	0	1	2	2
Zc3h3	50	52	37	39	57	64	41	37	71	54	46	47
Mafa	3	6	1	2	4	2	0	2	2	2	1	1
Rhpn1	0	0	0	0	0	1	0	0	0	0	0	0
Top1mt	69	80	59	44	62	80	61	62	126	128	121	102
2810039B14Rik	3	3	3	2	3	3	4	3	4	1	2	7
Gm38506	0	2	0	1	4	4	4	0	1	1	0	0
Gm46519	0	1	0	1	0	0	1	0	1	0	0	1
Zfp41	63	68	64	36	52	59	59	37	145	111	132	89
Gpihbp1	4	0	4	4	1	1	2	0	0	0	0	0
Ly6h	0	0	0	1	0	0	0	0	1	0	1	0
Gm34646	0	0	0	0	0	0	0	0	0	0	0	0
Gm34593	0	0	0	0	0	0	0	0	0	0	0	0
Gm34531	0	0	0	0	0	0	0	0	0	0	0	0
Ly6l	0	0	0	0	0	0	0	0	0	0	0	0
9030619P08Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm28114	0	0	0	0	0	0	0	0	0	0	0	0
Gm3454	0	0	0	0	0	0	0	0	0	0	0	0
Gm52218	0	0	0	0	0	0	0	0	0	0	0	0
Ly6f	0	0	0	0	0	0	0	0	0	0	0	0
Gm10238	0	0	0	0	0	0	0	0	0	0	0	0
Ly6g2	0	0	0	0	0	0	0	0	0	0	0	0
Gm28117	0	0	0	0	0	0	0	0	0	0	0	0
Ly6g	0	0	0	0	0	0	0	1	0	0	0	0
Ly6a2	0	0	0	0	0	0	0	0	0	0	0	0
Ly6c2	6	4	3	2	4	0	2	3	1	0	2	1
Gm52219	0	0	0	0	0	0	0	0	0	0	0	0
Gm5960	0	0	0	0	0	0	0	0	0	1	0	0
Ly6c1	4	0	3	5	6	1	4	8	4	2	5	3
Ly6a	9	7	7	12	4	4	10	1	5	2	9	3
Gm41348	0	0	0	0	0	0	0	0	0	0	0	0
Gm8000	0	0	0	0	0	1	0	1	1	1	0	1
Ly6i	2	1	0	1	2	2	3	0	8	1	3	2
Gm28068	1	1	0	2	0	0	0	0	0	1	0	0
Ly6e	2663	2118	2158	1577	1465	1665	1331	1285	3497	3030	2502	2121
Gm39556	12	10	12	10	8	6	9	7	19	28	17	22
Gm6610	2	0	2	0	0	0	0	1	2	0	2	2
Ly6m	0	0	0	0	0	0	2	0	0	0	0	1
Gm41347	0	0	0	0	0	0	0	0	0	0	0	0
Cyp11b2	0	0	0	0	0	0	0	0	0	0	0	0
Cyp11b1	0	0	0	0	0	0	0	0	0	0	0	0
Gml2	0	0	0	0	0	0	0	0	0	0	0	0
Gml	0	0	0	0	0	0	0	0	0	0	0	0
Ly6k	0	0	1	0	1	0	0	0	0	0	0	0
Gm33174	0	0	0	0	0	0	0	0	0	0	0	0
Ly6g6g	0	0	0	0	0	0	0	0	0	0	0	0
Ly6d	14	12	8	11	0	0	0	0	1	0	0	0
Lynx1	0	2	0	10	1	0	5	3	0	0	0	1
Slurp2	0	0	0	0	0	0	0	0	0	0	0	0
Gm33124	0	0	0	0	0	0	0	0	0	0	0	0
Lypd2	0	0	0	0	1	0	0	0	0	0	0	0
Slurp1	0	0	0	0	0	0	0	0	1	0	0	0
Them6	72	59	60	42	87	89	79	58	95	83	83	73
Psca	0	0	0	0	0	0	0	0	0	0	0	0
4933427E11Rik	1	1	1	0	0	1	0	1	1	0	1	0
Jrk	14	11	15	12	10	27	10	11	22	23	28	16
Gm32994	0	1	1	1	1	3	2	3	4	3	3	3
Arc	14	4	5	3	6	4	8	3	18	31	28	9
Mroh4	0	0	0	0	0	0	0	0	0	0	0	0
Adgrb1	0	0	0	4	0	0	3	1	0	0	0	0
Gm32168	0	0	0	0	1	0	0	0	0	0	0	0
Gm32839	0	0	0	0	0	0	0	0	0	0	0	0
Gm41345	0	0	0	0	0	0	0	0	0	0	0	0
Gm19859	0	0	0	0	0	0	0	0	0	0	0	0
Gm32918	0	0	0	0	0	0	0	0	0	0	0	0
Gm15387	1	4	0	0	4	1	2	1	4	7	0	4
Gm7935	1	1	0	1	1	0	0	0	0	1	3	2
Gm32405	0	0	0	0	0	0	0	0	0	0	0	0
Gm32355	0	0	0	0	0	0	0	0	0	0	0	0
Gm52173	0	0	0	0	0	0	0	0	0	0	0	0
Gm6569	0	0	0	0	0	0	0	0	0	0	0	0
Ndufb4c	0	0	0	0	0	0	0	0	0	0	0	0
Mroh5	0	0	0	0	0	0	0	0	0	0	0	0
Gm22106	0	0	0	0	0	0	0	0	0	0	0	0
Ptp4a3	47	59	44	27	89	94	85	44	51	50	64	56
Gpr20	0	0	0	0	1	0	0	0	1	0	0	0
Slc45a4	333	256	283	199	379	459	348	286	477	495	297	329
Dennd3	104	67	76	76	215	292	268	124	206	153	163	154
Gm19811	0	0	0	0	0	0	0	0	0	0	0	0
Gm10362	0	0	0	0	0	0	0	1	2	0	1	1
Gm7908	6	3	1	0	1	4	4	1	6	4	4	1
Gm24787	0	0	0	0	0	0	0	0	0	0	0	0
Gm41344	0	0	1	2	0	0	1	0	0	0	0	0
Mir151	0	0	0	0	0	0	0	0	0	0	0	0
Ptk2	23	16	22	13	27	15	11	21	41	51	40	41
Gm31725	51	40	25	25	55	49	38	48	56	57	49	34
Ago2	917	837	669	569	984	895	661	685	1061	1046	755	775
Chrac1	164	151	131	98	212	217	151	133	222	198	200	202
Gm31665	1	2	2	0	1	2	0	0	3	0	0	1
Gm3150	0	0	0	0	0	0	0	0	2	0	0	1
Gm41343	11	8	9	5	11	9	11	15	16	5	7	15
Peg13	597	607	494	458	856	728	566	599	304	202	224	236
Gm28020	0	0	0	0	0	0	0	0	0	0	0	0
Trappc9	445	447	353	312	622	640	474	425	818	783	680	557
Kcnk9	0	0	0	3	1	0	1	0	0	0	0	1
Gm24390	0	0	0	0	0	0	0	0	0	0	0	0
Gm52221	0	0	0	0	0	0	0	0	0	0	0	0
Gm23217	0	0	0	2	2	0	0	0	1	0	0	0
Col22a1	0	0	0	0	0	0	0	0	0	0	0	2
Gm2999	3	6	3	4	2	1	0	2	2	4	4	0
LOC115486001	0	0	0	0	0	0	0	0	0	0	0	0
Fam135b	0	0	0	0	0	0	0	0	0	0	0	1
Gm5217	0	1	0	1	1	0	1	0	1	0	0	0
Gm19199	0	0	0	0	0	0	0	0	0	0	0	0
Gm18155	0	0	0	0	0	0	0	0	0	0	0	0
Gm18282	0	0	0	0	0	0	0	0	0	0	0	0
Gm5216	1	1	1	2	0	0	1	1	0	4	1	1
Gm19782	0	0	0	0	0	0	0	0	0	0	0	0
Gm23987	0	0	0	0	0	0	0	0	0	0	0	0
Gm24232	0	0	0	0	0	0	0	0	0	0	0	0
n-TMcat3	0	0	0	0	0	0	0	0	0	0	0	0
4930504C09Rik	0	0	0	0	0	0	0	0	0	0	0	0
4930573C08Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm31550	1	0	0	0	0	0	0	0	0	0	0	0
Khdrbs3	0	2	2	1	0	1	2	1	0	2	0	0
Gm41341	0	0	0	0	0	0	0	0	0	0	0	0
Gm7125	0	0	1	0	23	22	23	20	0	0	0	1
Gm18930	0	0	0	0	0	0	0	0	0	0	0	0
Gm49415	0	0	0	0	0	0	0	0	0	0	0	0
Gm7859	1	0	2	1	8	4	3	5	1	2	2	4
Gm25987	0	0	0	0	0	0	0	0	0	0	0	0
Mir30d	0	0	0	0	2	0	0	0	0	0	0	0
Mir30b	0	0	0	0	0	0	0	0	0	0	0	0
Gm10240	0	0	0	0	0	0	0	0	0	0	3	0
Zfat	66	67	66	49	47	58	48	41	82	86	58	69
1700012I11Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm31400	4	8	4	5	18	22	10	10	10	11	8	4
St3gal1	1008	849	797	638	1793	2358	2153	1038	1319	1459	970	1025
Gm31342	0	0	0	0	0	0	0	0	0	0	0	0
Gm31286	0	0	0	0	0	0	0	0	0	0	0	0
Gm2895	0	0	0	0	0	0	0	0	0	0	0	0
Ndrg1	25	15	18	14	59	63	49	66	36	19	21	14
Ccn4	0	0	1	1	3	3	1	1	0	0	0	0
Gm46514	0	0	0	0	1	0	1	0	0	0	0	0
Sla	3751	3141	3719	2580	8944	9357	8015	4847	4689	4165	4725	4458
Tg	9	13	6	4	22	20	23	7	10	9	10	7
Phf20l1	1017	857	983	746	1105	1072	905	761	1402	1194	1161	1206
Tmem71	142	109	128	90	121	84	73	89	103	72	92	108
Gm31006	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc6	0	0	0	0	0	0	0	0	0	0	0	0
Gm19077	0	0	0	0	0	0	0	0	0	0	0	0
Gm41340	0	0	0	0	0	0	0	0	0	0	0	0
Gm30929	0	0	0	0	0	0	0	0	0	0	0	0
Gm27242	0	0	0	0	0	0	0	0	0	0	0	0
Kcnq3	0	0	0	1	0	0	0	1	0	0	0	0
Gm2991	0	0	0	0	2	0	1	0	0	1	0	0
Hhla1	0	0	0	0	0	0	0	0	0	0	0	0
Oc90	0	0	0	0	4	3	0	0	0	0	0	0
Gm41338	2	2	7	4	7	9	14	7	5	2	4	1
Efr3a	865	755	764	641	925	998	827	679	1267	1167	1070	963
Gm41339	1	0	0	1	0	2	0	0	1	2	1	0
Gm23907	0	0	0	0	0	0	0	0	0	0	0	0
Gm7814	0	0	0	0	0	0	0	0	0	0	0	0
Gm5046	1	1	1	1	13	16	13	4	0	0	0	0
Gm30752	0	0	0	0	0	0	0	0	0	0	0	0
Adcy8	1	0	4	2	0	0	0	1	1	0	1	0
Gm30691	0	0	0	0	0	0	0	0	0	0	0	0
Gm30632	0	0	0	0	0	0	0	0	0	0	0	0
Gm46509	0	0	0	0	0	0	0	0	0	0	0	0
Gm30563	0	0	0	0	0	0	0	0	0	0	0	0
1700010G06Rik	1	0	0	0	1	0	0	0	1	0	0	0
Gm20717	10	4	0	2	3	10	12	6	7	2	8	6
Asap1	1722	1252	1360	1047	2048	1388	1160	1400	1996	1622	1415	1528
Gm25628	0	0	0	0	1	0	1	0	0	0	0	0
Cyrib	2295	2099	2209	1844	2643	2745	2407	2040	3478	3292	3017	2934
Gsdmcl-ps	2	0	0	1	0	10	4	3	3	2	0	4
Gsdmc4	2	6	5	1	8	11	7	7	8	1	2	2
Gsdmcl2	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmc3	0	1	0	0	0	0	0	0	0	0	0	3
Gsdmcl1	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmc2	0	0	0	0	0	0	0	0	0	0	0	0
1700065I16Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmc	0	0	0	0	0	0	0	0	0	0	0	0
Gm46499	0	0	0	0	0	0	0	0	0	0	0	0
Gm41336	0	0	0	0	0	0	0	0	0	0	0	0
4930449C09Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm5473	0	0	0	0	0	0	0	0	0	0	0	0
Gm4942	0	0	0	0	0	1	0	0	1	0	0	0
Gm25702	0	0	0	0	0	0	0	0	0	0	0	0
Gm20740	0	0	0	0	0	0	0	0	0	0	0	0
Gm41335	0	0	0	0	0	0	0	0	0	0	0	0
Gm30159	0	0	0	0	0	0	0	0	0	0	0	0
Gm41334	0	0	0	0	0	0	0	0	0	0	0	0
Tsg101-ps	6	2	3	3	3	5	2	3	5	3	4	1
Gm30113	0	0	0	0	0	0	0	0	0	0	0	0
Gm22521	0	0	0	0	0	0	0	0	0	0	0	0
Gm41333	0	0	0	0	0	0	0	0	0	0	0	0
Macroh2a3	16	8	6	9	4	8	8	4	11	4	14	7
Pvt1	172	145	152	130	235	253	213	214	171	155	170	170
Myc	801	593	713	457	1225	815	932	787	562	497	537	434
Gm18788	0	0	0	0	0	0	0	0	0	0	0	0
Gm18154	0	0	0	0	0	0	0	0	0	0	0	0
D030024E09Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm24696	0	0	0	0	0	0	0	0	0	0	0	0
Gm29904	0	0	0	0	0	0	0	0	0	0	0	0
Gm38563	0	0	0	0	0	0	0	0	0	0	0	0
